500	8	4
18	97	23	61	29	48	41	8	
27	4	19	50	66	21	88	18	
19	30	54	57	24	38	75	18	
4	15	77	52	59	50	84	63	
96	89	94	15	20	22	93	22	
12	54	37	45	47	27	81	35	
68	1	12	92	63	87	28	35	
67	54	48	33	45	43	98	79	
62	73	26	83	94	55	22	36	
16	70	88	48	78	62	40	98	
45	84	52	7	79	57	69	47	
58	74	93	40	14	11	28	35	
68	69	32	92	51	31	57	24	
2	37	96	66	9	59	42	53	
98	6	77	68	45	5	96	43	
87	16	69	75	36	15	59	38	
60	6	2	51	37	87	60	88	
31	46	54	95	32	9	86	73	
74	98	62	30	78	51	26	44	
62	25	8	24	28	79	4	32	
87	22	95	55	41	23	8	71	
61	2	29	13	89	63	95	67	
18	7	53	27	46	72	96	7	
91	61	8	55	54	82	93	95	
89	65	44	82	5	96	98	44	
46	17	55	78	70	32	12	82	
69	80	68	81	58	9	70	22	
76	91	44	25	29	66	84	38	
7	92	53	96	13	26	57	14	
37	13	44	41	9	85	1	97	
68	84	96	97	75	56	31	14	
16	92	62	70	8	29	51	9	
75	70	96	43	97	87	28	25	
80	21	77	32	86	54	51	25	
47	86	99	65	5	72	83	44	
7	49	79	16	97	30	91	86	
29	73	25	57	39	18	75	53	
24	81	8	65	32	25	70	13	
38	69	12	59	96	71	55	5	
44	58	84	68	50	87	29	86	
96	89	55	51	63	13	88	11	
6	46	59	41	22	45	90	43	
70	21	39	37	53	32	92	26	
14	23	39	20	64	80	1	58	
6	9	79	29	45	26	76	41	
68	70	30	45	78	25	62	34	
68	43	58	41	21	84	70	68	
7	58	75	49	86	44	72	86	
80	40	62	73	4	73	72	26	
43	27	89	44	70	28	62	35	
55	41	19	99	92	27	78	30	
5	85	97	13	10	75	31	87	
39	93	38	54	6	29	28	78	
66	92	76	91	15	83	86	31	
48	36	42	24	10	10	33	41	
89	41	84	59	73	31	82	16	
2	91	13	27	65	25	20	48	
63	54	6	25	75	74	54	43	
64	53	21	9	58	48	68	71	
39	65	82	16	62	26	56	56	
82	67	67	27	43	54	45	17	
63	9	60	64	61	47	5	25	
18	30	20	35	73	13	44	15	
26	10	15	97	15	34	5	32	
90	62	51	77	47	69	24	3	
87	63	95	19	28	5	99	64	
15	11	76	68	37	36	41	12	
23	34	69	2	6	88	99	97	
35	27	88	85	32	80	95	58	
56	33	42	75	82	13	24	84	
65	54	98	57	76	10	60	28	
98	11	14	13	66	86	37	43	
22	22	71	43	99	59	23	67	
85	43	99	12	73	92	83	42	
69	24	66	33	65	82	25	67	
17	18	81	94	68	76	32	92	
51	16	69	25	97	35	93	52	
90	26	39	85	97	27	7	30	
30	92	34	16	27	65	82	67	
40	46	83	2	33	71	26	6	
24	87	19	91	21	97	12	67	
79	28	3	41	1	58	42	74	
44	46	25	8	29	26	99	2	
28	91	96	68	29	45	77	75	
34	25	31	85	12	94	6	2	
60	2	10	5	74	87	61	33	
5	75	35	93	87	94	66	74	
36	63	74	15	71	25	70	29	
73	28	87	38	61	37	28	79	
39	8	45	91	56	74	59	2	
2	83	32	46	65	57	93	27	
16	79	39	45	20	5	7	28	
33	2	42	60	1	90	49	58	
15	20	69	94	32	39	49	11	
26	82	57	20	70	63	14	35	
18	64	87	48	85	32	16	69	
98	62	21	50	17	81	65	30	
85	20	15	97	32	61	70	24	
60	93	21	53	60	18	84	9	
88	56	84	98	22	15	44	84	
52	36	22	90	37	96	90	22	
47	95	81	65	36	79	80	37	
84	45	7	72	37	86	81	90	
70	98	72	53	31	24	61	36	
74	58	14	46	39	83	63	95	
91	49	48	46	69	91	59	83	
79	80	71	84	51	97	2	60	
4	47	60	52	62	85	60	24	
43	73	39	68	45	44	45	45	
5	90	59	76	5	55	12	30	
21	45	42	81	98	32	69	30	
26	64	31	24	13	86	55	84	
30	36	12	92	26	45	16	2	
74	36	35	73	62	87	63	76	
78	2	18	42	24	35	26	45	
70	27	40	77	24	74	80	82	
7	8	14	36	99	10	78	29	
82	16	64	41	7	63	58	58	
23	15	69	27	16	12	33	90	
68	14	13	11	86	54	92	23	
42	61	6	5	28	20	61	25	
8	65	12	65	52	20	64	47	
21	61	40	82	15	25	81	78	
47	20	49	1	37	91	73	42	
98	80	17	84	24	20	9	24	
28	34	11	18	59	50	75	45	
32	31	45	38	2	93	77	61	
31	46	19	12	58	10	22	10	
37	56	45	51	42	12	91	93	
14	75	67	56	34	10	99	91	
19	19	71	9	11	4	51	22	
42	3	64	92	80	94	63	34	
17	88	63	58	90	55	1	33	
35	57	61	20	30	13	75	58	
37	29	77	94	18	92	54	81	
97	10	99	75	82	89	42	53	
92	86	19	48	20	71	47	80	
59	54	41	33	48	31	55	54	
40	77	92	77	48	63	61	91	
14	97	10	78	85	95	24	41	
16	72	27	46	26	42	70	7	
50	49	29	6	37	95	18	19	
76	87	20	24	74	73	68	40	
1	5	55	1	63	75	98	8	
36	72	74	63	57	4	22	15	
68	38	20	30	89	2	62	30	
97	93	35	90	15	43	92	50	
69	81	64	29	33	52	76	97	
97	26	24	92	4	58	83	46	
69	21	78	86	47	98	12	97	
43	38	83	9	34	52	73	76	
25	82	37	34	58	4	89	84	
44	81	7	14	5	61	55	73	
11	14	42	35	98	97	9	65	
56	74	82	4	45	36	73	12	
68	77	50	69	51	72	91	83	
14	94	27	89	47	32	58	3	
40	36	21	24	80	68	18	13	
73	63	23	78	8	94	73	79	
3	41	46	75	71	57	62	40	
44	32	58	66	62	47	38	79	
7	20	95	82	70	39	28	54	
30	75	65	22	27	81	80	40	
21	61	44	72	23	17	95	34	
67	71	52	76	30	41	60	78	
56	6	19	27	3	98	47	36	
58	91	44	9	57	14	20	86	
17	32	32	71	57	70	14	80	
13	94	25	37	78	13	12	12	
29	43	18	58	48	95	6	41	
85	2	65	98	95	67	43	48	
82	58	71	61	76	94	58	30	
10	97	68	48	77	15	5	25	
64	91	87	58	31	38	58	86	
37	6	6	33	92	78	19	88	
2	52	95	20	23	28	92	65	
79	84	49	93	51	62	69	96	
97	21	97	97	22	91	78	23	
36	12	15	40	40	38	40	3	
62	41	9	9	92	65	3	6	
42	69	99	44	63	30	59	42	
59	8	88	28	35	82	62	35	
1	37	14	29	77	2	23	23	
41	55	87	72	22	62	95	2	
18	74	27	53	29	49	49	10	
82	41	73	87	36	96	28	44	
46	9	95	98	93	81	3	15	
19	37	80	39	1	36	2	42	
20	29	11	58	10	14	38	82	
89	16	36	97	32	79	17	3	
87	65	26	27	23	50	36	78	
68	38	8	24	61	60	70	46	
57	78	2	83	14	74	44	77	
5	40	33	63	82	34	91	98	
31	51	40	79	45	39	7	49	
61	20	62	24	83	68	76	71	
40	71	23	33	93	44	9	46	
48	27	92	76	88	25	34	57	
86	23	48	6	89	38	13	94	
65	52	8	24	94	54	15	8	
74	68	67	99	52	93	94	76	
36	6	15	10	4	75	52	33	
55	44	29	38	30	99	81	19	
47	14	80	89	69	70	2	79	
60	38	5	58	37	51	87	86	
82	6	70	25	26	67	73	20	
39	89	36	93	89	32	56	60	
67	95	87	71	29	29	75	44	
96	61	70	69	44	8	93	33	
97	73	6	63	95	42	48	42	
33	42	93	77	36	6	6	90	
84	95	10	6	39	1	98	95	
79	24	75	76	15	11	40	4	
89	63	34	55	7	1	45	60	
33	95	98	73	84	48	20	15	
56	20	98	13	17	19	50	61	
1	27	3	10	39	70	79	23	
60	34	45	10	97	5	60	70	
30	53	18	53	97	46	9	75	
34	87	76	96	24	69	38	4	
50	73	6	81	50	51	84	49	
13	60	96	27	52	72	9	1	
10	26	92	72	85	49	7	46	
66	24	40	48	66	7	87	18	
14	81	11	88	34	83	46	74	
45	22	19	85	4	85	27	14	
59	33	33	69	4	63	69	37	
2	65	56	38	2	36	46	36	
75	77	14	14	19	52	82	25	
49	12	19	52	30	81	73	9	
58	7	24	69	55	53	72	93	
82	58	63	24	31	28	83	23	
14	95	86	22	79	2	33	61	
20	27	68	76	57	57	31	17	
86	87	20	81	88	45	15	91	
