400	10	6
87	80	21	55	77	2	96	42	96	65	
2	94	44	62	95	4	6	35	56	64	
47	64	15	27	56	40	15	33	11	50	
65	27	49	35	32	81	58	53	42	59	
2	25	48	20	61	55	24	11	76	48	
39	46	66	89	71	18	17	2	44	36	
21	84	97	38	56	97	4	79	76	38	
45	38	19	56	53	41	85	39	29	42	
12	47	33	75	82	9	88	97	97	53	
69	59	54	3	13	92	58	88	47	83	
1	32	55	4	49	34	71	64	73	28	
39	82	35	32	16	4	11	52	53	83	
20	98	56	75	63	26	26	18	52	88	
97	64	92	16	94	65	38	91	81	32	
72	48	59	2	20	62	81	20	64	57	
24	75	56	96	95	94	96	81	27	24	
86	36	13	29	16	85	58	17	82	18	
81	21	31	31	61	49	82	58	47	47	
50	74	27	60	24	71	95	59	98	9	
74	3	51	31	71	14	23	45	10	35	
21	66	95	38	92	21	92	62	89	97	
54	40	74	60	67	10	87	2	88	48	
12	55	99	37	84	30	73	94	72	5	
88	83	43	47	65	31	98	70	70	61	
52	19	62	90	42	81	18	74	58	31	
32	71	76	79	9	84	74	52	40	76	
13	88	3	8	84	29	56	78	87	40	
86	52	32	18	55	23	49	16	23	97	
96	55	1	76	29	44	77	97	51	74	
17	5	92	26	34	39	26	42	56	92	
92	1	1	26	34	52	39	97	94	49	
1	98	5	36	90	43	2	28	53	5	
96	33	70	55	57	59	36	93	96	76	
74	23	46	35	47	54	11	38	39	7	
70	74	40	87	38	90	24	88	24	15	
54	24	36	21	87	39	48	37	34	71	
72	77	40	49	76	30	32	95	62	51	
6	81	67	99	2	55	92	96	43	58	
24	1	73	56	43	96	77	2	4	19	
24	54	75	53	9	91	8	87	33	93	
36	24	9	83	71	37	19	77	17	91	
10	40	25	86	73	84	37	73	72	22	
59	73	75	14	75	72	52	98	64	14	
98	76	24	53	43	8	67	10	96	17	
4	71	12	49	47	88	89	79	85	25	
28	15	47	78	30	1	89	58	69	55	
64	27	49	53	68	91	20	88	36	52	
10	18	91	91	54	40	10	29	30	93	
4	84	17	29	96	23	97	52	78	98	
77	82	22	57	78	21	56	52	76	89	
53	4	10	8	66	69	68	98	24	37	
72	66	50	44	38	48	34	4	64	92	
54	37	16	34	53	38	53	61	21	6	
72	12	97	19	15	4	63	76	5	47	
3	57	68	20	35	56	11	89	80	25	
87	25	74	78	50	97	63	17	8	37	
43	85	87	89	35	57	19	3	61	49	
37	39	54	39	40	60	12	33	75	4	
59	4	93	41	40	87	60	97	63	48	
52	96	53	82	23	92	38	88	83	85	
89	79	59	65	83	43	83	80	80	44	
94	77	84	64	82	15	4	84	54	89	
54	98	65	74	26	45	4	23	70	92	
47	22	20	21	88	52	91	39	62	54	
90	18	54	31	70	41	29	7	62	54	
60	65	36	40	3	89	79	85	74	20	
92	61	17	61	75	84	63	56	79	5	
17	41	38	48	60	20	26	79	73	59	
61	38	27	53	7	58	84	42	86	71	
5	54	66	88	71	40	22	44	46	71	
39	29	58	86	64	79	41	32	61	30	
33	1	91	36	27	10	61	45	11	19	
60	32	81	32	45	85	64	78	75	27	
17	26	65	11	67	20	57	22	48	92	
78	57	96	42	90	9	52	32	88	3	
46	91	64	55	18	95	81	66	18	80	
96	27	82	79	47	54	97	52	54	43	
53	58	79	32	21	82	43	77	19	48	
