400	10	5
41	73	58	79	70	23	46	6	66	53	
95	98	18	57	65	76	26	20	82	72	
83	24	95	18	34	81	55	24	99	22	
62	86	53	87	55	48	23	67	88	20	
19	54	65	4	52	24	78	13	53	22	
32	47	41	86	81	4	68	52	77	92	
89	97	47	21	55	62	94	29	26	97	
65	51	57	92	38	55	80	15	3	58	
35	24	90	64	41	95	7	26	17	14	
29	62	93	65	25	50	41	89	68	20	
62	36	82	59	75	64	1	70	23	45	
71	80	39	98	14	42	15	29	15	37	
96	92	9	18	34	44	20	84	48	26	
91	51	14	18	17	89	12	26	58	3	
96	36	95	34	78	79	75	26	93	74	
18	74	67	72	34	79	25	61	22	22	
66	81	97	90	57	82	15	70	54	92	
42	39	16	20	50	56	15	59	74	99	
2	29	98	59	43	99	45	2	80	54	
98	41	29	30	49	35	66	83	98	18	
34	39	3	2	90	38	88	70	55	90	
28	82	63	97	15	98	78	78	6	72	
10	67	85	8	17	3	23	24	14	81	
60	28	32	96	14	43	32	42	32	82	
54	82	79	24	95	97	94	82	79	71	
97	15	19	58	90	70	59	89	23	22	
68	46	63	84	78	61	70	55	42	91	
76	83	14	10	90	12	18	53	37	85	
94	2	29	85	11	90	96	61	30	43	
71	33	93	58	45	54	44	85	88	63	
23	55	87	50	83	98	46	64	44	99	
15	66	22	54	25	76	87	38	54	98	
51	71	17	97	53	6	12	88	50	81	
7	25	74	14	5	42	54	39	52	38	
82	79	72	69	7	67	38	14	44	84	
87	86	91	44	25	84	4	86	44	24	
66	20	88	34	91	54	36	2	72	81	
40	21	41	45	24	23	39	44	38	57	
77	23	93	9	66	89	83	2	3	10	
93	79	7	32	12	17	67	74	64	60	
27	33	56	39	25	61	58	38	58	45	
18	1	75	56	41	38	37	95	9	90	
3	91	84	59	31	8	84	36	90	80	
45	31	49	62	76	48	34	96	35	12	
48	89	95	75	27	96	67	29	15	10	
29	25	52	60	10	53	51	96	32	88	
48	89	3	9	27	94	93	41	66	37	
84	25	42	58	5	45	17	63	87	21	
55	38	3	15	97	49	39	34	20	9	
1	5	22	28	36	77	87	17	24	44	
18	69	10	43	17	86	8	5	27	88	
82	39	61	48	4	3	83	5	11	58	
39	12	62	48	92	30	14	2	6	75	
5	21	79	93	86	17	99	75	83	88	
34	10	10	90	80	62	35	70	49	82	
37	70	60	31	9	20	38	41	77	34	
8	74	95	62	39	21	61	79	63	81	
35	63	15	79	94	67	13	68	14	28	
32	46	98	95	76	57	53	53	30	14	
40	9	62	79	80	4	83	69	54	49	
26	20	87	28	42	53	38	49	2	9	
84	23	64	68	50	43	33	36	31	16	
40	13	88	44	87	13	60	4	93	67	
55	31	54	69	87	21	83	1	12	95	
35	87	12	37	78	32	21	10	19	71	
2	12	35	10	78	43	47	59	62	66	
50	51	25	10	62	64	3	9	5	99	
56	52	52	67	82	85	2	29	7	74	
70	30	42	74	80	87	39	96	50	59	
34	21	27	68	2	57	9	1	25	97	
69	35	88	50	38	71	3	19	58	62	
80	2	70	37	54	79	36	36	71	75	
55	17	42	36	99	75	88	31	2	29	
64	25	38	3	95	5	21	78	5	22	
69	41	82	38	50	75	61	29	62	56	
48	36	68	92	80	13	36	38	65	70	
94	67	56	64	64	10	34	14	81	33	
39	13	54	86	26	17	86	87	10	65	
11	60	14	20	39	7	61	86	3	32	
81	99	87	87	57	22	6	71	37	61	
43	34	80	45	27	29	1	57	4	78	
63	62	36	65	84	53	66	39	18	32	
65	39	58	30	29	21	44	40	9	11	
5	14	79	41	24	8	98	7	61	57	
74	9	13	27	85	3	49	45	95	31	
10	48	82	54	91	53	12	59	16	94	
22	61	13	26	8	72	88	22	81	67	
39	4	13	99	69	5	5	9	68	91	
20	79	14	78	12	81	45	48	78	54	
95	95	89	65	7	31	92	8	13	43	
77	70	34	67	85	33	64	72	37	31	
73	68	75	43	30	95	7	32	57	75	
18	17	26	89	52	76	6	52	47	84	
58	63	91	81	22	3	6	49	52	42	
21	27	69	41	51	38	81	6	20	30	
37	83	64	16	72	52	48	55	97	94	
32	1	8	6	22	77	47	48	29	45	
11	59	93	64	30	56	77	45	13	53	
99	3	66	4	98	81	22	99	11	74	
46	46	51	12	67	33	66	45	25	27	
63	83	35	5	86	16	5	44	35	96	
88	15	87	94	98	50	51	3	84	78	
73	13	84	82	60	35	64	37	17	79	
48	47	58	80	47	93	31	70	14	25	
50	90	98	99	29	54	58	23	95	27	
88	72	63	61	17	61	56	44	45	47	
63	84	75	99	16	14	89	76	53	19	
46	95	95	80	51	56	59	40	42	6	
57	60	89	95	5	18	23	26	86	74	
84	25	94	74	40	61	79	21	25	35	
77	67	68	41	92	81	79	61	17	22	
20	67	3	72	61	1	23	92	49	4	
47	22	71	68	91	73	47	92	43	98	
38	89	24	28	13	33	6	67	36	31	
32	75	32	61	50	86	1	72	34	3	
21	4	75	37	23	8	37	14	72	40	
46	3	38	89	11	25	88	24	52	72	
96	14	35	92	89	25	63	89	24	31	
54	74	26	25	61	35	73	10	10	37	
65	32	76	48	53	25	50	88	73	51	
91	87	58	91	50	66	79	80	50	27	
75	30	98	46	33	46	38	86	82	74	
81	95	46	82	65	10	36	16	56	61	
18	38	32	65	41	82	3	7	56	32	
68	2	14	58	74	64	78	32	84	24	
30	36	26	49	7	88	95	21	58	18	
35	93	46	91	26	17	85	39	11	25	
48	70	22	78	25	38	88	82	69	32	
33	39	18	64	9	69	12	34	92	74	
15	22	91	46	51	3	77	13	53	46	
92	48	55	71	62	79	14	27	44	66	
87	78	55	80	70	61	97	36	96	86	
31	25	25	50	29	86	1	46	33	84	
32	24	59	11	51	93	84	87	9	17	
43	89	84	89	74	59	33	65	52	38	
70	96	31	83	24	64	45	95	34	82	
88	19	27	29	24	57	78	80	36	45	
59	32	81	37	85	69	58	44	72	50	
34	72	11	98	62	21	74	54	35	60	
59	56	86	66	65	49	92	38	53	61	
6	52	38	35	54	2	87	2	23	63	
79	19	96	48	71	16	38	69	59	50	
92	79	58	95	15	36	1	8	68	19	
62	45	34	70	36	21	50	83	56	58	
30	6	65	14	93	82	75	49	20	18	
82	12	6	58	87	15	10	93	2	65	
54	69	64	32	5	19	70	16	58	95	
32	95	90	17	63	11	74	2	17	90	
18	16	68	38	62	17	71	11	55	66	
66	11	48	72	92	2	48	76	78	86	
64	60	29	50	58	4	28	19	84	40	
64	12	84	74	68	57	43	76	8	64	
78	41	8	73	42	17	50	19	46	82	
18	28	48	7	28	49	39	33	38	81	
68	46	56	69	25	60	50	35	30	75	
65	41	57	64	64	13	31	3	12	35	
23	35	71	73	88	74	86	1	78	32	
89	77	65	72	4	7	86	1	7	72	
98	56	86	94	15	39	97	24	2	41	
23	81	50	91	40	89	60	14	31	95	
78	81	5	20	13	83	90	49	66	81	
51	1	24	74	84	58	22	31	88	39	
41	49	5	79	48	68	49	78	36	82	
59	12	78	27	27	54	45	53	70	10	
6	53	18	88	75	90	45	50	95	64	
40	21	30	56	45	31	83	42	46	74	
86	48	46	12	71	73	20	64	91	63	
70	80	96	19	67	40	22	81	24	74	
98	21	78	67	47	98	10	23	69	47	
98	46	75	88	32	40	93	83	71	63	
80	6	89	42	73	45	76	90	26	26	
51	20	42	44	50	14	71	24	31	29	
65	80	95	98	66	90	33	28	30	76	
88	4	37	83	96	60	21	55	48	13	
49	16	28	59	83	36	25	25	71	88	
16	2	77	93	53	71	18	51	35	88	
10	38	99	67	80	7	35	80	68	33	
4	10	50	53	27	49	29	57	93	4	
20	56	43	82	60	3	1	35	88	73	
96	24	14	7	59	76	32	95	19	37	
94	22	89	24	83	46	91	30	28	29	
69	86	84	5	62	98	16	79	97	99	
30	74	49	14	65	83	41	81	5	79	
34	45	22	26	72	29	3	16	39	28	
81	32	87	43	26	17	94	57	90	57	
20	5	93	76	94	28	36	27	41	72	
13	99	38	8	22	6	40	33	53	91	
57	52	31	4	4	79	7	86	34	52	
77	27	68	26	26	15	8	18	45	59	
75	69	61	1	61	11	14	83	5	80	
83	9	8	98	71	45	96	33	82	17	
48	60	20	40	62	74	70	31	34	21	
58	55	84	30	59	44	7	23	60	41	
97	48	35	18	21	45	42	13	68	79	
9	20	72	46	6	7	49	95	68	78	
92	57	87	55	30	44	9	94	44	99	
74	17	73	47	46	76	3	53	25	26	
39	24	36	19	17	55	68	97	90	66	
58	19	71	32	90	57	94	38	7	30	
22	79	14	11	9	25	54	48	26	73	
57	60	54	13	12	42	63	19	91	41	
74	3	74	22	34	35	76	15	82	70	
53	35	56	85	84	82	2	63	92	9	
42	34	16	51	79	20	82	34	64	51	
4	26	11	50	48	70	14	40	96	45	
23	36	39	6	37	25	37	50	71	73	
89	47	67	55	28	96	4	56	87	42	
45	52	80	2	31	93	9	51	16	7	
51	24	65	62	55	47	24	91	73	90	
60	8	74	53	95	34	67	50	36	68	
67	26	4	9	42	73	85	46	79	66	
18	75	86	87	76	12	88	73	51	60	
36	42	33	50	69	34	90	56	53	27	
8	36	56	55	7	84	61	10	52	62	
84	22	68	75	95	27	53	82	22	7	
23	91	22	99	72	16	94	2	84	92	
53	99	72	73	87	7	96	38	54	36	
25	25	41	38	89	18	21	97	8	6	
39	80	16	30	67	22	88	61	69	78	
87	95	81	3	8	30	88	69	86	3	
80	38	24	55	66	41	74	97	49	12	
76	46	15	37	78	8	60	22	12	71	
6	97	76	4	98	28	8	86	88	39	
59	1	54	59	88	5	73	67	86	94	
13	42	19	5	23	27	31	36	34	73	
90	66	16	98	4	38	13	27	93	61	
6	22	70	39	30	6	80	66	71	62	
65	75	94	21	15	16	37	13	65	13	
68	12	98	4	8	34	90	9	77	12	
6	7	65	35	51	9	12	41	86	58	
65	83	16	88	23	36	65	48	25	64	
47	23	91	30	32	73	86	63	32	3	
94	54	7	9	79	2	99	82	51	87	
9	41	60	94	22	66	73	42	95	7	
51	60	12	32	77	81	7	97	54	56	
95	99	12	81	83	87	64	56	87	21	
45	27	76	5	57	70	34	26	64	46	
50	27	78	91	65	91	48	77	62	37	
11	90	20	56	26	85	40	98	30	44	
59	67	38	3	40	74	51	92	77	71	
67	18	97	80	64	54	90	38	67	89	
59	84	49	55	14	18	78	14	7	31	
82	16	31	49	22	16	72	13	39	56	
48	88	96	85	28	76	66	57	37	89	
54	49	78	67	62	49	59	14	57	75	
34	8	27	35	89	79	33	25	63	13	
8	62	15	48	16	38	50	54	35	19	
29	53	69	45	27	48	41	77	12	56	
98	36	92	85	64	75	94	54	58	53	
30	4	48	23	15	5	33	21	1	88	
